Entity_ID,Entity_Type ,Name,Short_description,Date/time,Desired_CTA_Link 1,FullText,News_Category,Keywords,News_ID,Products_ID,Resources_ID,News_CONF,Products_CONF,Resources_CONF
news_53,news,Finding Success in an Online-Only Business Model,"No stranger to life in cyberspace, Dan Goldman spent a good part of his career overseeing online publishing for WNET (NYC’s PBS affiliate). Thus, it isn’t a huge shock that he’d go on to co-found a business that isn’t just successful online, but relies solely on e-commerce and communication. In 2012, along with two other […]…",27-07-2016,https://blog.clover.com/merchant-spotlight/finding-success-in-an-online-only-business-model/,"No stranger to life in cyberspace, Dan Goldman spent a good part of his career overseeing online publishing for WNET (NYC’s PBS affiliate). Thus, it isn’t a huge shock that he’d go on to co-found a business that isn’t just successful online, but relies solely on e-commerce and communication.
In 2012, along with two other partners, Dan founded PANYL. Their product is a DIY furniture wrap that allows users to customize their furniture at an amazing price point. PANYL makes custom design elements possible for budgets that rely on ready-made products.
Spawned from the idea of finding an efficient and inexpensive way to create custom designs for commercial photo shoots, PANYL is now available in a variety of colors and textures to spruce up any space. Their templates already include measurements for a broad swath of IKEA furniture, but they are more than happy to handle custom designs for furniture from anywhere.
PANYL’s lack of a storefront doesn’t take any pressure off of management, although the day-to-day might be a little different than a traditional retail outlet. Dan graciously agreed to answer a few questions about what it takes to run a business like PANYL.
What does it mean to you to be a business owner?
It means there’s no bureaucracy. I can make decisions immediately. It also means that I can follow my passion while responding directly to customers whom I interact with every day. It means not having to report to somebody else. It means not having to compromise on my vision.
What is at stake in an online business?
Our reputation is at stake every day. When you don’t have a large organization supporting you, you really have to hustle to get back to customers immediately, make sure that their full range of experience with you, all of those touch points, get the right attention. My biggest concern is that customers out there are having a really good experience with our company at every turn.
What keeps you motivated?
We have an incredibly long list of projects: product extensions, new designs, and new ways of selling. Unless we are incredibly tight with all of our processes, we don’t have time to change and innovate in our business. I’m always looking for that opportunity to save time and do things more easily, because we’ll use that capacity to focus on something else, something new.
What makes shopping with PANYL different than other retailers?
PANYL is an add-on product, which is a major factor in why we exist only in e-commerce. There’s not a lot of point to us having a storefront presence, since often, our customers are shopping for PANYL online while in other stores looking at furniture. We manage all of our customer interactions online, and have to be sure that we are just as easily accessed on mobile devices for this very reason. If you look at our sales reports, at least 40-50% of purchases are taking place on a tablet or mobile phone.
How has Clover helped you grow?
Knowing that I have a global financial powerhouse behind my transaction engine, that my credit card data is secure, allows me to do what I love to do—promote and fulfill sales. We wouldn’t be able to grow as fast as we have if we didn’t have that kind of support. When we opened in mid-2012, our sales were doubling every month. It was like being strapped to a rocket! Even now, we grow roughly 30% each month. With support from Clover Online Store, transactions happen one day, and money is transferred into our bank account usually the next day.





To learn more about Clover, visit www.clover.com.",Merchant Spotlight,"panyl,furniture,custom design,dan,shopping panyl,panyl product,design,mean having,online,custom",,,,,,
news_54,news,10 Apps That Make Your Retail Store Stand Out in a Crowd,"According to the National Retail Federation, there are 3,793,621 retail establishments in the United States. Of those, almost 99 percent are small businesses. If you’re one of these small business owners, you’ve clearly got a lot of competition. So how do you make your store a favorite of customers? Clover helps you operate a business […]…",28-07-2016,https://blog.clover.com/product-news/10-apps-that-make-your-retail-store-stand-out-in-a-crowd/,"According to the National Retail Federation, there are 3,793,621 retail establishments in the United States. Of those, almost 99 percent are small businesses. If you’re one of these small business owners, you’ve clearly got a lot of competition. So how do you make your store a favorite of customers?
Clover helps you operate a business people love. It does much more than just operate as your core register; the Cover App Market gives you the tools to woo shoppers with products they love and customer service that exceeds expectations. These 10 apps take your register to the next level—enabling you to provide patrons an exceptional shopping experience while making your job easier and ultimately, more profitable.
STOCK
When a customer asks if you have more of a particular item, you want to be able to give them an immediate answer. This app monitors your current inventory, checks availability at other stores, and creates reorder guides among other sales information.
GIFT CARDS
What’s one of the best ways to get a shopper through your doors? Have someone give them a gift card. Use this app, which gives you the ability to sell both digital and physical gift cards, and your business is guaranteed to receive a big boost with little effort.
SOCIAL MEDIA MARKETING WITH BESOCIAL
Provide outstanding customer service not just in your store, but on social media as well. Sign up for this tool and effectively share messages, photos, and offers with people on Facebook and Twitter. It also helps you monitor your reputation on Yelp and Google.
ANALYTICS
Give the people what they want. The easy-to-read dashboard on this app reveals your top-sellers—making it possible for you to always keep those items on your shelves. It also shows your best-performing employees, too. (Reward them with a bonus!)
TIME CLOCK BY HOMEBASE
Help your workers be their best.  This management tool gives them the ability to clock in and out, obtain their schedule via email and text message, submit time-off requests, receive reminders one hour before shifts, request shift trades and more.
CASH TRACK
Keeping track of every single greenback is one of the more difficult tasks for a small business owner. The Cash Track app enables you to easily monitor what’s coming in and going out at each register and to reconcile things at the end of the day.
INSIGHTS
You don’t need to spend a fortune to be a data-driven small business in today’s tech world. Analyze your sales and learn about selling opportunities and trends that you should hop onto that will make your store more successful.
ABREEZE LINK FOR CONSTANT CONTACT
A little thank you goes a long ways with customers. Sending automatic emails expressing your gratitude and linking in-store purchase data with email marketing campaigns helps you stay in touch with shoppers, strengthening your relationship with them.
SELL ONLINE
Launch and manage your e-commerce business directly from your Clover POS. This app creates a beautiful online store that gives your customers the flexibility they want—letting them shop hassle-free via smartphone, tablet, or computer to buy directly from your website or Facebook page.
ECOMMERCE SYNC FOR CLOVER
What business owner wouldn’t love to view all her sales in the same place? This app integrates them in one place, eliminating the labor previously required to reconcile in-store and online sales with your total inventory. eCommerce gives you the time to walk the floor and mingle with shoppers instead.
Being a standout small business while staying on a budget is clearly possible. Start today by doing a little shopping yourself in the Clover App Market.
[image: Shopping by Zoetnet on flickr]



To learn more about Clover, visit www.clover.com.",Product News,"app,shopper,make store,monitor,reconcile,gift card,cash track,register,business,store",,,,,,
news_55,news,The Top 10 Productivity Apps for your Quick Service Restaurant,"Americans always seem to be rushing somewhere: from home to work, from school to soccer practice, from the gym to a dentist appointment. With all that running around, it’s no wonder that quick service restaurants (QSR) are immensely popular. In fact, in 2015, the sector generated $273 billion in consumer spending. With chaos at the […]…",02-08-2016,https://blog.clover.com/product-news/the-top-10-productivity-apps-for-your-quick-service-restaurant/,"Americans always seem to be rushing somewhere: from home to work, from school to soccer practice, from the gym to a dentist appointment. With all that running around, it’s no wonder that quick service restaurants (QSR) are immensely popular. In fact, in 2015, the sector generated $273 billion in consumer spending.
With chaos at the counter, customers running in and out, and call-in orders to fulfill in a timely fashion, QSRs can’t risk operating with delays or a decline in productivity. That’s why Clover PRO™ POS has small business owners’ backs. It operates as your core register and streamlines fast-paced operations by processing every single payment reliably and safely.
To keep your business running in top-notch form, download the following 10 apps onto your Clover system. They simplify your daily tasks, reduce errors, and create a smoother, faster experience for customers.
INSIGHTS
Data gives you a valuable numerical look into the workings of your restaurant. Use this app to learn how much of your business is made up of repeat customers, what your most popular items are, the amount spent by the average customer and more. It even allows you to compare your business to others and reveals upcoming trends to keep your eye on.
COUPONS N COMBOS
Don’t waste time trying to figure out your top-performing deals. Let this app do it for you. It creates an endless number of discount possibilities, ranging from instant discounts when a customer buys a pre-determined combo of items to discounting the lowest-priced item on a check.
REWARDS
Almost 70 percent of millennials want to use apps or their smartphone, tablet, or wearable device to keep track of their rewards. Use this app to create a customized loyalty program for your business and turn those tech-centric, one-time customers into regulars.
BRINGG DELIVERIES
You’ll love this app because it enables your company to make deliveries on-time and as efficiently as possible by assigning orders to drivers and planning timesaving routes. Your customers will love it because it allows them to see where their delivery is in real-time.
ONLINE ORDER
Take your brick-and-mortar eatery into the digital world. Customers will appreciate that they can see a current menu, place an order directly via desktop or smartphone, and receive text updates about their order’s status.
GIFT CARDS
Gift cards make it easy for your regulars to treat their friends and family to an outing at their favorite spot. In just minutes, you can easily sell them physical and digital gift cards at the register with this app.
TIME CLOCK BY HOMEBASE
Building employees’ work schedules can be a huge time suck. Improve your own productivity with this app, which tracks clocking ins and outs, breaks, and overtime, manages time-off requests, and makes it easy for workers to swap swifts.
CASH TRACK
Instead of spending valuable time reconciling your registers each day, this app does it for you—monitoring cash in and out, calculating tips, and printing shift reports.
COMMERCE SYNC
If you’re a Quicken Books or Xero devotee, this app allows you to connect that record-keeping system with your Clover for seamless accounting.
FEEDBACK
This app automatically invites every single customer to tell you his or her likes and dislikes about your business. Even better? Since you make it easy for customers to leave feedback, they’re less likely to leave negative comments on public websites such as Yelp or Facebook.
What are you waiting for? Start downloading these from the Clover App Market today!
[image: 076B4642 by Bruce Tuten on flickr]



To learn more about Clover, visit www.clover.com.",Product News,"app,customer,order,combo,gift card,use app,make easy,register,delivery,gift",,,,,,
news_56,news,How To Get Quick Cash for your Small Business,"Banks aren’t the only places to go for small business loans anymore. In fact, seeking a loan from a big bank may be the least effective way to get cash for your business—big banks are currently approving only 23.3% of small business loan applications, according to Biz2Credit’s most recent Small Business Lending Index. In contrast, […]…",03-08-2016,https://blog.clover.com/product-news/how-to-get-quick-cash-for-your-small-business/,"Banks aren’t the only places to go for small business loans anymore. In fact, seeking a loan from a big bank may be the least effective way to get cash for your business—big banks are currently approving only 23.3% of small business loan applications, according to Biz2Credit’s most recent Small Business Lending Index. In contrast, small banks and credit unions are friendlier to small business loans—credit unions currently approve 41.6% of loans, and small banks approve 48.8% of loans. Still, even smaller community banks are out of reach for many businesses. Restaurants, for example, are considered too risky by many traditional lenders, and business owners with poor personal credit aren’t likely to be approved for bank loans.
So what do you do when your business needs cash and a bank loan is a no-go? Here are 5 places to find quick cash for your small business:
1. Marketplace lenders. Alternative lenders like Lending Club typically approve more than 60% of loan applications. Interest rates range from 5.9% to as much as 30%, depending on the borrower’s credit history. Applications can be submitted online in just a few minutes, and if you’re approved, you’ll get the cash fast, sometimes even within 24 hours. But not all businesses qualify. Lending Club only lends to businesses that have been in operation for 2 years and have $75,000 in annual sales, for example.
2. Lending networks. Networks of marketplace lenders like Fundera link small businesses to multiple lenders at once. With one application, you can check your eligibility for multiple different types of loan products including lines of credit, term loans, and even SBA loans. Of course, the type of loan and lender you’ll be able to work with will depend on your personal credit, your business history, and other factors.
3. Crowdfunding. Crowdfunding platforms like Kickstarter offer the chance to raise money from ordinary people who are less concerned with credit scores than they are with how much potential your business has. Some require you to give your backers rewards; others ask you to give away equity in your company. Peer-to-peer lending networks likeKiva can be extremely low-cost options—but in any form of crowdfunding, you’ll have to do the legwork to market your business in order to get the cash. This option will likely work best for businesses that benefit the community or sell a unique new product—anything that will appeal to a broad audience of ordinary people.
4. Clover Cash Advance. Clover offers cash advances to businesses that process sales through First Data. Businesses only have to have been in operation for 9 months and processing credit cards for 6 months, and there are no personal credit score requirements. Your business can get an advance of up to 100% of your monthly average credit card sales, and repayment is totally automated—Clover will simply withhold a small portion of your credit card sales every day. That means there’s no need to worry about making payments or having money pulled out of your business account.
If a traditional bank loan won’t work for you, there are plenty of options out there, many of which will get you cash within a couple of days after you’ve applied. There’s no reason to let a black mark on your personal credit report or the perceived risk of the industry you work in hold your business back.
[image: Roll of Cash by 401(K) 2012 on flickr]



To learn more about Clover, visit www.clover.com.",Product News,"loan,credit,bank,lender,lending,personal credit,cash,business,approve loan,crowdfunding",,,,,,
news_57,news,Go Mobile to Increase Online and Offline Sales,"Business is booming on mobile platforms. Your customers, both current and potential, use mobile devices with great regularity. This probably isn’t news to you, but the numbers may shock you: 58% of consumers who own a smartphone have used it for store-related shopping. The data from Black Friday 2015 indicated that over 36% of online […]…",04-08-2016,https://blog.clover.com/better-business/go-mobile-to-increase-online-and-offline-sales/,"Business is booming on mobile platforms. Your customers, both current and potential, use mobile devices with great regularity. This probably isn’t news to you, but the numbers may shock you: 58% of consumers who own a smartphone have used it for store-related shopping. The data from Black Friday 2015 indicated that over 36% of online sales were via mobile. For merchants, that means that mobile simply can’t be ignored.
An easily accessible and navigable mobile site impacts both offline and online sales. Many searches start on mobile devices, most of which lead to a conversion. And while those conversions may take place elsewhere, the original visit was a mobile one. This point also highlights the particular value of mobile for millennial shoppers, 82% of which have used a mobile device while in-store. The numbers for offline and online don’t stop there:
?      34% of online retail purchases happen on mobile devices
?      84% of smartphone shoppers turn to their mobile phone to help them shop while in store
?      53% of consumers use their smartphones to search for directions to a local store
?      54% of consumers use their smartphones to search for business hours
It’s clear that mobile is the way forward. The unstoppable growth and influence of mobile over all purchases proves the fact that every merchant needs a mobile-friendly online store. The driving factor behind all of this is improving the customer experience. It just makes sense—the easier you make it for your customers to find and buy what they’re looking for, the higher the likelihood you’ll make the sale. Currently, only 52% of consumers surveyed said they were satisfied with their mobile shopping experience. That means there’s a huge opportunity for merchants that can master the mobile shopping experience to set themselves apart from their competition.
That’s where Clover Online Store comes into play. No matter the state of your current website, Clover Online Store helps you get mobile-friendly in a hurry. Every purchase from your website is from a single POS hub—so all of your stock counts are updated. All of this isn’t to say a mobile-friendly site will serve as a silver bullet, but having a mobile-friendly site is an expectation of all of your customers, both online and offline.
[image: Friends with Mobile Phones by Garry Knight on flickr]
 









To learn more about Clover, visit www.clover.com.",Better Business,"mobile,online,mobile device,offline,smartphones search,offline online,store consumer,mobile shopping,online store,use smartphones",,,,,,
news_58,news,How to Expand to Multiple Locations the Smart Way,"The goal of any business is growth—but that doesn’t mean that expanding to multiple locations is an automatic path to success. Expanding can be a great boost to your business if you do it right, but it’s also likely to magnify any problems your business already has. After all, expanding requires a huge capital investment, […]…",09-08-2016,https://blog.clover.com/product-news/how-to-expand-to-multiple-locations-the-smart-way/,"The goal of any business is growth—but that doesn’t mean that expanding to multiple locations is an automatic path to success. Expanding can be a great boost to your business if you do it right, but it’s also likely to magnify any problems your business already has. After all, expanding requires a huge capital investment, not only in real estate, but also in staff and logistics. And new locations will take time to grow into their full potential. If you’re not careful, growth could kill your business.
If you’re a Clover merchant, you already know about the great apps available to help you run your business better. Be sure to look closely at options within TruBeacon’s Multi-Location, an incredible system that integrates with Clover and helps you with various issues owners and managers face. Here are three ways Multi-Location helps keep all of your systems consistent whether you have 5 locations or 50.
1. Data, and how you’re going to keep track of it
You might be able to have a gut-level sense of how one store is doing. But with multiple locations, you won’t be in every store every day. As you expand, you’re going to need robust systems that will help you keep track of how each individual store—and the business as a whole—is doing. Multi-Location makes it easy to generate reports on individual stores or your whole chain, even from your mobile device. Want to know how many sesame vs. pumpernickel bagels you’re selling every day? Want to see how customers are responding to the increase in the price of coffee? Need to keep track of your inventory by location and overall? With Clover, you have that information at your fingertips whenever you need it with instantaneous updates with every transaction.











 


2. Your staffing needs, and how they are met
With one location, you’re there all the time, and you set the tone. You hire and supervise everyone. Once you start to expand, you’re going to end up being less hands-on. You can’t be everywhere at once. One of the most important issues for your employees is knowing their schedules and having clear communication for any changes. Multi-Location helps you manage schedules across all locations, allowing you to move your staff around as needed, and track performance metrics when relevant. Know who is working for you and how they are doing, with all the reference materials you need at your fingertips.
3. Back-end logistics. 
As your business grows, your needs are going to change in ways you can’t necessarily anticipate now. Maybe you’re going to add a new business line. Maybe you’re going to experiment with a new staffing structure. When you’re growing rapidly, you can’t know today what you’re going to need next year. You need a back-end system that can evolve and adapt along with you. Having software that can grow with you is crucial. The cloud-based Multi-Location app can do just that.Expansion is a risk—but so is starting a new business in the first place. When you decide this new risk is worth taking, make sure you think it through carefully and prepare the groundwork for a successful expansion.
To learn more about technologies that can enhance your small business, visit the Clover App Market.





To learn more about Clover, visit www.clover.com.",Product News,"location,going,expand going,maybe going,expanding,location time,need,business,going need,track",,,,,,
news_59,news,How Being a Veteran Breeds Success for Percy Jenkins and W4 Construction,"When Percy Jenkins receives a resume, the first thing he does is look to see if the person has any military service. That’s because, as a 29-year member of the Coast Guard, Jenkins knows the skills that a veteran brings to his business. Jenkins is the CEO and founder of W4 Construction Group, a Pontiac, […]…",10-08-2016,https://blog.clover.com/merchant-spotlight/how-being-a-veteran-breeds-success-for-percy-jenkins-and-w4-construction/,"When Percy Jenkins receives a resume, the first thing he does is look to see if the person has any military service. That’s because, as a 29-year member of the Coast Guard, Jenkins knows the skills that a veteran brings to his business.
Jenkins is the CEO and founder of W4 Construction Group, a Pontiac, Michigan-based federal prime contractor—a general contracting company that performs construction, heating, ventilation, remodeling, and electrical work. The name refers to “Chief Warrant Officer Four,” which, in the Coast Guard, is the highest rank an enlisted person can achieve. (Jenkins is currently a W3 and will earn W4 status before he retires in 2017.) “W4s are considered technical experts, so that’s why I came up with the name W4—because we want the company to be the best of the best,” Jenkins says.
To achieve that greatness, Jenkins relies on his experience in the Armed Forces, knowing that it’s priceless in helping him be a successful business owner. “There’s no doubt in my mind that I am who I am because of my military experience.”
Here are 4 ways military service builds business savvy.
Veterans gain valuable job skills while on active duty.
After getting recalled to active duty in 2009, Jenkins was tasked with the coordination of rebuilding the Coast Guard base on Galveston Island after Hurricane Ike. Working with “scores of contractors” with “10 different agendas” trying to put the island back together, Jenkins learned the ins and outs of project management—expertise that he uses today overseeing his employees and the various subcontractors that work with W4. “Everyone thinks their project is the most important…it’s up to me to prioritize and make sure all the contractors are doing what they’re supposed to be doing.”
He also gained precious experience working on federal projects. “The last thing [a federal contractor] wants to have to do is babysit a new company…and they don’t have to because I bring that experience,” explains Jenkins.
Veterans have their comrades’ backs.
During his time in the Coast Guard, Jenkins performed search and rescue missions. “We had a crew of three or four people and we had to rely on each other and our training,” he says. The values of trust and loyalty are just as important today at W4. “I have to be smart enough to surround myself with the right people,” Jenkins says before going on to explain that W4 refers to all employees as team members. “I’m not a big fan of going to work for a paycheck; I want people to be on our team because they want to be.”
Not surprisingly, Jenkins describes himself as “a big fan of veterans.” W4 currently employs 16 people, seven of which are veterans. But Jenkins’s loyalty to former service members extends beyond those at his own company. After a successful first meeting with Clover and having the opportunity to meet the vice president of First Data (Clover’s parent company) who also happens to be a veteran, Jenkins was, in his words, “floored.” As a result, he’s connected Clover representatives with other veteran-business owners. “I’ve realized that First Data is committed to us as a business and as veterans,” says Jenkins. “So it makes sense for us to be committed to them,” stressing the important of finding and patronizing businesses that are truly supportive of veterans.
Veterans remain calm and think long-term.
Soldiers may not have bombs and bullets raining down on them at all times—but they’re trained to remain cool during times of adversity. That skill directly translates to the business world when they’re constantly facing unexpected circumstances, demanding clients, and unhappy customers. “One thing I love about veterans is that they are calm and disciplined; most of us don’t overreact. We don’t react emotionally,” Jenkins says.
Along the same lines, they’re also particularly adept at thinking through situations and not issuing knee-jerk reactions. Instead of making a decision that’s only appropriate in the moment, veterans think about the big picture. “Our mission with W4 is to be strategic planners,” says Jenkins, noting that this skill is particularly valuable in his line of work.
Veterans recognize the importance of mentoring.
Almost three decades ago when Jenkins joined the Coast Guard, he noticed that the military stressed mentorship and how the older guys always helped the younger ones. Today, he’s paying it forward by assisting other service members, including mentoring a fellow veteran who’s trying to start a business. “He told me, ‘You know what you’re doing, so I’m willing to listen and learn from you,’” Jenkins shares. “I like helping people and when they show me that they’re in it to win it, I go all in.”
As this veteran gets his company up and running, Jenkins plans to share some of his trade secrets—including Clover. “Like I said, I’m about helping veterans, [Clover is] about helping veteran businesses. So why can’t we turn around and help Clover by bringing them more veteran customers?”
[image: Parents Weekend at Coast Guard Academy by US Coast Guard Academy on flickr]



To learn more about Clover, visit www.clover.com.",Merchant Spotlight,"jenkins,veteran,coast guard,guard,coast,military,jenkins say,contractor,skill,say",,,,,,
news_60,news,History of Point of Sale Systems,"The common cash register has come a long way since its debut in 1879. Thanks to advances in modern technology, smart POS terminals are now in the same league as smartphones, with numerous apps business owners can leverage to simplify daily operations and eliminate tasks from their endless to-do lists. Learn more about what sits […]…",11-08-2016,https://blog.clover.com/uncategorized/history-of-point-of-sale-systems/,"The common cash register has come a long way since its debut in 1879. Thanks to advances in modern technology, smart POS terminals are now in the same league as smartphones, with numerous apps business owners can leverage to simplify daily operations and eliminate tasks from their endless to-do lists. Learn more about what sits on your countertop with this infographic from First Data partner Booker, an all-in-one service commerce solution that provides appointment booking services for salons, spas and other appointment-based businesses.




To learn more about Clover, visit www.clover.com.",Uncategorized,"debut thanks,advance modern,way debut,partner booker,apps business,spa business,operation eliminate,league smartphones,modern technology,sits countertop",,,,,,
news_61,news,3 Customer Insights Hidden In Your Google Analytics,"If you’re looking for ways to improve sales and need some ideas, try checking out what your data tells you. If you have a website, Google Analytics is a free program that reveals critical information about your most valuable customers, from demographics to what they look at before deciding to buy. There are so many […]…",11-08-2016,https://blog.clover.com/better-business/3-customer-insights-hidden-in-your-google-analytics/,"If you’re looking for ways to improve sales and need some ideas, try checking out what your data tells you. If you have a website, Google Analytics is a free program that reveals critical information about your most valuable customers, from demographics to what they look at before deciding to buy. There are so many wonderful things that are hidden in the data if you know where to look.  Here are 3 steps you should take to reveal gems hidden in your data.
Step 1: Set Goals
Every website, and every page on your site, should have a goal. Goals can be anything: encouraging an in-store visit, collecting a prospective customer’s contact information, signing up for coupons, or purchasing right off the site. Goals are not only important for figuring out how well your business is performing. Having a goal in mind when you design the page will help make sure customers visiting the site take the next step toward purchasing. Setting goals is an easy way to tell Google Analytics which data is most important to you.
For an ecommerce site, the most important goal is to make a sale. After making a purchase, the customer gets a “Thank you” page. Ask your web designer to insert code on this page so that every time a customer makes a purchase, Google Analytics takes notice and you can segment out that data later. Then set the goal up in Google Analytics under the “Admin” tab.  Make sure you also assign a value to each goal. If the customer made a purchase, determining their value is easy. But you should also assign values to other behaviors like signing up for alerts or coupons. Later, when you analyze your data and see how many visitors you didn’t convert to a sale, you can get a better sense of how much potential revenue that customer would have given you had you converted them.
Step 2: Determine the Demographics of Your Most Valuable Visitors
You probably have a picture in your mind of your ideal customer. But how do you know if that picture is accurate? Take a look under the “Audience” tab and click on Demographics. The overview gives basic demographic information on the visitors to your site such as age and gender.











 


More interesting is to click on the “Interests” tab and then click on “Affinities” or “In-Market Segments”. This will give you an indication of the types of websites your visitors also browsed, and it sometimes also indicates products they would also be interested in.











 


If you established goals, you can also segment out categories of people who visited your site. Simply click at the top on “Add Segment” and choose the segments you want to view. For example, you can view only the web traffic of people who purchased from you. That separates out people who are just window shopping and give you real information on who your most valuable visitors are.











 


Even if you haven’t set up goals yet, there are some types of traffic you should be able to segment out. Below we’ve separated out the age demographic of all website visitors and compared it to visitors who returned within a specified timeframe. Return visitors are usually people who are more interested and more likely to buy. Don’t forget that Google Analytics only captures online shoppers. To get the same kind of insights for all your customers, both online and off, check out the Clover Insights app, free on the Clover App Market.











 


Step 3: Determine Which Pages Are Important
Every buyer goes through a journey before making a purchase. Customers typically move from awareness, to consideration, to evaluation, to purchase. It’s your job to determine what they think about and look for in each of those stages and make sure the page they are on gives them the information they need to move on to the next step.
If 90% of the people who purchase also read through reviews before buying you may want to make the product reviews more prominent on key pages.  Similarly, if 70% of people who eventually buy visited the homepage, you know this page is somehow important to people considering a purchase.
To view the customer’s path through your site, Click on the “Conversions” tab in the left rail, then on “Multi-Channel Funnels” and then on “Top Conversion Paths”. Then click on “Secondary dimension” above the list and choose “Landing Page URL Path”. This shows you which pages converting visitors visited and in what order.











 


For a quicker way to view this information graphically, try looking under “Behavior” and click on “Behavior Flow”. On the left side of the graph you’ll see which pages were the most popular starting points for people who converted. Click on one of them and select “View Only This Segment” and you’ll see which pages people visit after that initial landing page. In the case below, we’ve selected the homepage. Note that Google shortens URLs and won’t show your domain name. So if your website is widgets.com and your blog is widgets.com/blog, traffic to the blog will be shown only as “/blog”. Similarly traffic going to your webpage will be denoted simply as “/”.











 


The screenshot above illustrates a segment of traffic that started (Starting page) on the homepage. Of the 28K sessions that started on the homepage, 12K dropped off the site, 7.1K used the search box, 3.5K used the subject drop-down menu, 935 used the sitemap, and 708 went straight to their account. The “Second interaction” indicates where the traffic went from there: 3.9K dropped off the site, 2.6K looked at details of a product, 2.2K used the search feature, 1.8K went back to the homepage, 1.1K clicked on a subject in the menu navigation, and 751 went back to their previous search results. This tells us, at a high level, that the homepage is very important, as is the search box and “subject” navigation, so making sure these pages are both a good user experience and include key purchasing information s very important.  In contrast, if you find a campaign you’re running isn’t converting as many customers as you had hoped, try funneling that traffic into the top converting landing page.
We’ve only scraped the surface of what great analytics can do to help you improve business. Check out Clover Insights to learn how analytics apps can help you increase sales.
[lead image: Google_Analytics by Manop on flickr]





To learn more about Clover, visit www.clover.com.",Better Business,"page,visitor,segment,homepage,goal,google analytics,site,analytics,click,demographic",,,,,,
news_62,news,Five Apps That’ll Up Your Food Service Delivery Game,"We live in a society that sees most families on the go from the moment they wake up until the instant their heads hit the pillow at night. In between, it’s nonstop ‘to dos’—work, school, sports—the list goes on. So when they finally decide to share a meal together, it needs to be what they […]…",11-08-2016,https://blog.clover.com/product-news/five-apps-thatll-up-your-food-service-delivery-game/,"We live in a society that sees most families on the go from the moment they wake up until the instant their heads hit the pillow at night. In between, it’s nonstop ‘to dos’—work, school, sports—the list goes on. So when they finally decide to share a meal together, it needs to be what they want, when and where they want it. That’s why food delivery services for QSRs are becoming more and more popular.
With that in mind, we thought we’d share five of the most helpful apps you can explore on the Clover App Market that can help you better serve your customers that aren’t dining at your location.
Online Order
Get online orders via desktop and mobile from your own custom-branded store and mobile app. You pay per order, and it allows for online-only coupons. It also takes care of tips, delivery fees, and more. You can even set custom delivery zones to make sure you don’t accept orders too far out of your local area.
Phone Order
When it comes to ordering takeout or delivery, it’s either online or by phone. This app helps you be ready by letting you know what your customers might want before they tell you. You can view all active orders, manage pick up times and deliveries, and see order history, all from caller ID. Give it a go with a no-risk, 30-day free trial.
Bringg
Ready to Bringg your ‘A’ game? Check out this app. You can assign orders to drivers, plan delivery routes and track all of your deliveries with real time updates delivered to customers. You can also set up multiple fee structures to keep costs down and customers happy. This app also features a 30-day free trial.
Food On a Truck
If your business runs on wheels, you need this app to help your food truck rock. With Food on a Truck, you can easily manage your sales by day, week, and hour, helping you track your most profitable locations. Best of all, it tweets out your location of the day to your followers so you’re sure to have a crowd of hungry customers just waiting for you to arrive.
Fortune Cookie
Chances are your food isn’t like anyone else’s. So your receipts shouldn’t be, either. Give your customers a more memorable dining experience and directly drive website or social media traffic by adding fun fortunes to your customers’ receipts—just like a real fortune cookie.
If you’ve been looking for new ways to improve your delivery options in your QSR, give these apps a try. They’re sure to help you get better organized, stay more informed and deliver better service to your customers.
To learn more about technologies that can enhance your small business, visit the Clover App Market.
[image: Sushi buffet take out lunch box by Ruocaled on flickr]



To learn more about Clover, visit www.clover.com.",Product News,"delivery,order,fortune,app,fortune cookie,bringg,food truck,truck,food,cookie",,,,,,
